# Exported from SPARK3D 2025 (Aluminium ECSS-2020).
# First line is incidence angle in degrees.
# First column is incident energy in eV.
# TEEY is the next columns (excluding the first line).
686	2.5265	
688	2.52374	
690	2.52099	
692	2.51823	
694	2.51547	
696	2.5127	
698	2.50994	
700	2.50717	
702	2.5044	
704	2.50163	
706	2.49886	
708	2.49608	
710	2.4933	
712	2.49053	
714	2.48774	
716	2.48496	
718	2.48218	
720	2.47939	
722	2.4766	
724	2.47381	
726	2.47102	
728	2.46823	
730	2.46544	
732	2.46264	
734	2.45984	
736	2.45705	
738	2.45425	
740	2.45144	
742	2.44864	
744	2.44584	
746	2.44303	
748	2.44023	
750	2.43742	
752	2.43461	
754	2.4318	
756	2.42899	
758	2.42618	
760	2.42337	
762	2.42056	
764	2.41774	
766	2.41493	
768	2.41211	
770	2.40929	
772	2.40648	
774	2.40366	
776	2.40084	
778	2.39802	
780	2.3952	
782	2.39238	
784	2.38956	
786	2.38673	
788	2.38391	
790	2.38109	
792	2.37826	
794	2.37544	
796	2.37261	
798	2.36979	
800	2.36696	
802	2.36414	
804	2.36131	
806	2.35849	
808	2.35566	
810	2.35283	
812	2.35001	
814	2.34718	
816	2.34435	
818	2.34152	
820	2.3387	
822	2.33587	
824	2.33304	
826	2.33021	
828	2.32739	
830	2.32456	
832	2.32173	
834	2.3189	
836	2.31608	
838	2.31325	
840	2.31042	
842	2.3076	
844	2.30477	
846	2.30194	
848	2.29912	
850	2.29629	
852	2.29346	
854	2.29064	
856	2.28781	
858	2.28499	
860	2.28216	
862	2.27934	
864	2.27652	
866	2.27369	
868	2.27087	
870	2.26805	
872	2.26523	
874	2.26241	
876	2.25959	
878	2.25677	
880	2.25395	
882	2.25113	
884	2.24831	
886	2.24549	
888	2.24268	
890	2.23986	
892	2.23704	
894	2.23423	
896	2.23142	
898	2.2286	
900	2.22579	
902	2.22298	
904	2.22017	
906	2.21736	
908	2.21455	
910	2.21174	
912	2.20893	
914	2.20613	
916	2.20332	
918	2.20052	
920	2.19771	
922	2.19491	
924	2.19211	
926	2.18931	
928	2.18651	
930	2.18371	
932	2.18091	
934	2.17812	
936	2.17532	
938	2.17253	
940	2.16973	
942	2.16694	
944	2.16415	
946	2.16136	
948	2.15857	
950	2.15578	
952	2.153	
954	2.15021	
956	2.14743	
958	2.14465	
960	2.14187	
962	2.13909	
964	2.13631	
966	2.13353	
968	2.13075	
970	2.12798	
972	2.12521	
974	2.12243	
976	2.11966	
978	2.11689	
980	2.11413	
982	2.11136	
984	2.1086	
986	2.10583	
988	2.10307	
990	2.10031	
992	2.09693	
994	2.09546	
996	2.09398	
998	2.09251	
1000	2.09104	
