Version du fichier;1.0.0;;;;;;;; ; 
Type de données;TEEY measurements;;;;;;;; ; 
;;;;;;;;; ; 
Echantillon ;Ag_clean;;;;;;;; ; 
;;;;;;;;; ; 
Energie du canon (eV) ;Energie réelle des électrons (eV);Charge échantillon QS (pC);Charge totale Q0 (pC);TEEY;Ecart type (2 sigma);;;;Opérateur;AP
19;10;-575.311;-1706.808;0.663;0.012;;;;Date;29/05/2018
29;20;-392.936;-1995.488;0.803;0.008;;;;Pression (mbar);1.30E-08
39;30;-204.326;-2213.626;0.908;0.008;;;;Température (°C);22
49;40;30.332;-2372.997;1.013;0.008;;;;Canon à électrons;"Energie= 1009,5eV; Source= 1,299V; Grille= 24,0V; Anode= 150,1V; Focus= 0V; Déviation X= 0V; Déviation Y= 0V"
59;50;258.923;-2510.198;1.103;0.008;;;;Méthode de mesure;Pulsée
69;60;500.868;-2639.012;1.19;0.008;;;;Angle d'incidence (°);0
79;70;751.547;-2738.004;1.274;0.008;;;;Commentaires;
89;80;979.264;-2869.529;1.341;0.009;;;;;
99;90;1177.331;-2943.073;1.4;0.008;;;;;
109;100;1392.63;-3016.602;1.462;0.007;;;;;
119;110;1540.895;-3099.432;1.497;0.01;;;;;
129;120;1684.69;-3156.744;1.534;0.01;;;;;
139;130;1830.098;-3225.678;1.567;0.009;;;;;
149;140;1970.473;-3283.646;1.6;0.011;;;;;
159;150;2075.19;-3342.559;1.621;0.01;;;;;
169;160;2202.506;-3403.097;1.647;0.012;;;;;
179;170;2313.623;-3445.473;1.671;0.009;;;;;
189;180;2421.119;-3521.943;1.687;0.009;;;;;
199;190;2515.205;-3572.18;1.704;0.006;;;;;
209;200;2593.935;-3622.177;1.716;0.01;;;;;
219;210;2679.693;-3647.043;1.735;0.009;;;;;
229;220;2767.143;-3693.152;1.749;0.008;;;;;
239;230;2824.703;-3771.115;1.749;0.009;;;;;
249;240;2888.074;-3786.166;1.763;0.008;;;;;
259;250;2962.05;-3815.571;1.776;0.01;;;;;
269;260;3018.393;-3860.442;1.782;0.009;;;;;
279;270;3069.872;-3917.401;1.784;0.007;;;;;
289;280;3115.817;-3932.948;1.792;0.007;;;;;
299;290;3177.101;-3979.697;1.798;0.009;;;;;
309;300;3226.11;-4004.946;1.806;0.008;;;;;
319;310;3241.963;-4035.502;1.803;0.008;;;;;
329;320;3300.575;-4078.37;1.809;0.006;;;;;
339;330;3316.965;-4120.11;1.805;0.007;;;;;
349;340;3342.877;-4141.2;1.807;0.008;;;;;
359;350;3371.04;-4149.769;1.812;0.008;;;;;
369;360;3392.673;-4180.242;1.812;0.009;;;;;
379;370;3403.595;-4212.445;1.808;0.007;;;;;
389;380;3439.512;-4241.747;1.811;0.009;;;;;
399;390;3441.287;-4271.283;1.806;0.009;;;;;
409;400;3466.108;-4294.866;1.807;0.008;;;;;
419;410;3472.126;-4317.711;1.804;0.006;;;;;
429;420;3480.011;-4341.593;1.802;0.007;;;;;
439;430;3492.789;-4352.269;1.803;0.006;;;;;
449;440;3520.016;-4369.309;1.806;0.007;;;;;
459;450;3501.894;-4389.967;1.798;0.005;;;;;
469;460;3519.167;-4383.647;1.803;0.008;;;;;
479;470;3515.184;-4435.845;1.792;0.007;;;;;
489;480;3518.798;-4436.365;1.793;0.008;;;;;
499;490;3538.203;-4459.214;1.793;0.008;;;;;
509;500;3542.746;-4482.615;1.79;0.004;;;;;
519;510;3531.767;-4488.484;1.787;0.006;;;;;
529;520;3531.973;-4500.542;1.785;0.008;;;;;
539;530;3517.696;-4518.118;1.779;0.008;;;;;
549;540;3515.596;-4519.797;1.778;0.008;;;;;
559;550;3510.632;-4526.839;1.776;0.009;;;;;
569;560;3498.809;-4551.562;1.769;0.007;;;;;
579;570;3496.973;-4558.937;1.767;0.008;;;;;
589;580;3488.065;-4580.852;1.761;0.007;;;;;
599;590;3496.966;-4582.451;1.763;0.007;;;;;
609;600;3471.353;-4592.887;1.756;0.006;;;;;
619;610;3474.011;-4605.521;1.754;0.007;;;;;
629;620;3476.562;-4603.883;1.755;0.007;;;;;
639;630;3464.34;-4615.338;1.751;0.007;;;;;
649;640;3434.719;-4636.236;1.741;0.006;;;;;
659;650;3432.127;-4634.517;1.741;0.008;;;;;
669;660;3428.878;-4645.44;1.738;0.007;;;;;
679;670;3402.709;-4656.743;1.731;0.007;;;;;
689;680;3396.478;-4665.65;1.728;0.005;;;;;
699;690;3395.545;-4673.938;1.726;0.008;;;;;
709;700;3384.477;-4693.599;1.721;0.006;;;;;
719;710;3364.269;-4689.836;1.717;0.006;;;;;
729;720;3359.992;-4701.876;1.715;0.007;;;;;
739;730;3337.95;-4701.3;1.71;0.007;;;;;
749;740;3316.693;-4699.174;1.706;0.007;;;;;
759;750;3322.457;-4704.337;1.706;0.007;;;;;
769;760;3302.661;-4709.069;1.701;0.006;;;;;
779;770;3287.763;-4715.948;1.697;0.008;;;;;
789;780;3277.161;-4727.682;1.693;0.006;;;;;
799;790;3285.58;-4723.109;1.696;0.006;;;;;
809;800;3262.235;-4741.955;1.688;0.007;;;;;
819;810;3244.048;-4753.245;1.682;0.008;;;;;
829;820;3241.298;-4756.645;1.681;0.007;;;;;
839;830;3213.359;-4752.033;1.676;0.007;;;;;
849;840;3219.184;-4753.734;1.677;0.005;;;;;
859;850;3188.096;-4774.179;1.668;0.006;;;;;
869;860;3172.353;-4757.222;1.667;0.007;;;;;
879;870;3150.593;-4773.036;1.66;0.006;;;;;
889;880;3142.53;-4771.801;1.659;0.008;;;;;
899;890;3121.392;-4771.889;1.654;0.005;;;;;
909;900;3120.368;-4774.736;1.654;0.006;;;;;
919;910;3096.001;-4763.163;1.65;0.006;;;;;
929;920;3098.096;-4779.943;1.648;0.006;;;;;
939;930;3091.15;-4780.401;1.647;0.007;;;;;
949;940;3059.458;-4772.793;1.641;0.006;;;;;
959;950;3049.14;-4790.724;1.636;0.008;;;;;
969;960;3037.796;-4781.557;1.635;0.006;;;;;
979;970;3015.396;-4786.92;1.63;0.006;;;;;
989;980;3001.501;-4795.718;1.626;0.006;;;;;
999;990;2982.186;-4795.865;1.622;0.007;;;;;
1009;1000;2969.535;-4802.646;1.618;0.006;;;;;
