Version du fichier;1.0.0;;;;;;;; ; 
Type de données;TEEY measurements;;;;;;;; ; 
;;;;;;;;; ; 
Echantillon ;clean_Ag;;;;;;;; ; 
;;;;;;;;; ; 
Energie du canon (eV) ;Energie réelle des électrons (eV);Charge échantillon QS (pC);Charge totale Q0 (pC);TEEY;Ecart type (2 sigma);;;;Opérateur;AP
19;10;-500.564;-1939.541;0.742;0.013;;;;Date;30/05/2018
29;20;-289.768;-2216.672;0.869;0.012;;;;Pression (mbar);1.30E-08
39;30;-80.777;-2417.944;0.967;0.006;;;;Température (°C);21
49;40;187.69;-2608.269;1.072;0.008;;;;Canon à électrons;"Energie= 1009,6eV; Source= 1,299V; Grille= 24,0V; Anode= 150,1V; Focus= 0V; Déviation X= 0V; Déviation Y= 0V"
59;50;462.213;-2753.728;1.168;0.007;;;;Méthode de mesure;Pulsée
69;60;753.761;-2892.592;1.261;0.011;;;;Angle d'incidence (°);40
79;70;1009.16;-2971.643;1.34;0.009;;;;Commentaires;
89;80;1269.264;-3065.432;1.414;0.009;;;;;
99;90;1528.534;-3168.258;1.482;0.009;;;;;
109;100;1714.077;-3251.317;1.527;0.01;;;;;
119;110;1922.657;-3328.59;1.578;0.01;;;;;
129;120;2105.944;-3408.34;1.618;0.01;;;;;
139;130;2287.867;-3469.823;1.659;0.009;;;;;
149;140;2446.718;-3536.224;1.692;0.008;;;;;
159;150;2609.14;-3615.892;1.722;0.008;;;;;
169;160;2740.577;-3667.599;1.747;0.01;;;;;
179;170;2875.977;-3714.026;1.774;0.007;;;;;
189;180;3002.548;-3773.239;1.796;0.009;;;;;
199;190;3133.572;-3816.123;1.821;0.008;;;;;
209;200;3216.418;-3873.737;1.83;0.009;;;;;
219;210;3326.859;-3916.023;1.85;0.011;;;;;
229;220;3419.707;-3951.067;1.866;0.008;;;;;
239;230;3493.015;-4003.989;1.872;0.01;;;;;
249;240;3598.5;-4047.643;1.889;0.008;;;;;
259;250;3639.976;-4092.31;1.889;0.008;;;;;
269;260;3723.281;-4122.796;1.903;0.009;;;;;
279;270;3786.313;-4140.775;1.914;0.009;;;;;
289;280;3860.108;-4184.249;1.923;0.008;;;;;
299;290;3909.592;-4227.863;1.925;0.008;;;;;
309;300;3933.645;-4270.129;1.921;0.008;;;;;
319;310;3980.637;-4299.301;1.926;0.008;;;;;
329;320;4024.661;-4325.704;1.93;0.01;;;;;
339;330;4053.296;-4354.545;1.931;0.008;;;;;
349;340;4091.301;-4399.09;1.93;0.011;;;;;
359;350;4129.461;-4413.649;1.936;0.009;;;;;
369;360;4171.887;-4469.103;1.933;0.009;;;;;
379;370;4199.741;-4471.056;1.939;0.009;;;;;
389;380;4210.739;-4493.623;1.937;0.009;;;;;
399;390;4217.198;-4521.769;1.933;0.007;;;;;
409;400;4249.814;-4546.957;1.935;0.01;;;;;
419;410;4248.483;-4575.246;1.929;0.008;;;;;
429;420;4256.511;-4598.673;1.926;0.007;;;;;
439;430;4283.094;-4598.497;1.931;0.009;;;;;
449;440;4304.603;-4631.467;1.929;0.007;;;;;
459;450;4284.301;-4645.056;1.922;0.008;;;;;
469;460;4292.939;-4639.042;1.925;0.01;;;;;
479;470;4299.829;-4686.908;1.917;0.009;;;;;
489;480;4306.777;-4696.458;1.917;0.007;;;;;
499;490;4307.068;-4710.052;1.914;0.008;;;;;
509;500;4325.994;-4725.647;1.915;0.007;;;;;
519;510;4327.599;-4746.881;1.912;0.007;;;;;
529;520;4304.851;-4761.368;1.904;0.008;;;;;
539;530;4288.432;-4761.831;1.901;0.009;;;;;
549;540;4290.528;-4788.301;1.896;0.004;;;;;
559;550;4284.294;-4786.892;1.895;0.009;;;;;
569;560;4292.471;-4824.194;1.89;0.008;;;;;
579;570;4271.842;-4816.399;1.887;0.008;;;;;
589;580;4280.013;-4834.92;1.885;0.009;;;;;
599;590;4280.87;-4826.118;1.887;0.007;;;;;
