Version du fichier;1.0.0;;;;;;;; ; 
Type de données;TEEY measurements;;;;;;;; ; 
609;600;3729.06;-5159.035;1.723;0.007;;;;;
619;610;3717.886;-5151.723;1.722;0.006;;;;;
629;620;3695.994;-5152.72;1.717;0.005;;;;;
639;630;3699.369;-5196.268;1.712;0.006;;;;;
649;640;3685.775;-5183.778;1.711;0.006;;;;;
659;650;3677.608;-5160.281;1.713;0.006;;;;;
669;660;3652.295;-5177.287;1.705;0.006;;;;;
679;670;3644.653;-5176.989;1.704;0.007;;;;;
689;680;3625.773;-5180.497;1.7;0.005;;;;;
699;690;3624.335;-5195.601;1.698;0.005;;;;;
709;700;3586.56;-5207.912;1.689;0.006;;;;;
719;710;3580.729;-5212.044;1.687;0.006;;;;;
729;720;3581.94;-5203.068;1.688;0.006;;;;;
739;730;3557.707;-5232.818;1.68;0.006;;;;;
749;740;3532.317;-5232.782;1.675;0.008;;;;;
759;750;3529.956;-5236.152;1.674;0.006;;;;;
769;760;3521.547;-5219.96;1.675;0.007;;;;;
779;770;3493.957;-5249.885;1.666;0.006;;;;;
789;780;3472.797;-5241.689;1.663;0.007;;;;;
799;790;3456.276;-5259.391;1.657;0.006;;;;;
809;800;3453.704;-5250.71;1.658;0.008;;;;;
819;810;3432.607;-5245.56;1.654;0.006;;;;;
829;820;3431.424;-5252.602;1.653;0.006;;;;;
839;830;3394.974;-5262.132;1.645;0.006;;;;;
849;840;3381.013;-5246.78;1.644;0.005;;;;;
859;850;3361.429;-5258.426;1.639;0.007;;;;;
869;860;3353.219;-5265.849;1.637;0.005;;;;;
879;870;3348.788;-5278.921;1.634;0.006;;;;;
889;880;3323.961;-5268.001;1.631;0.006;;;;;
899;890;3311.475;-5264.524;1.629;0.005;;;;;
909;900;3286.831;-5244.035;1.627;0.006;;;;;
919;910;3284.464;-5275.21;1.623;0.006;;;;;
929;920;3279.304;-5277.502;1.621;0.005;;;;;
939;930;3226.2;-5282.181;1.611;0.006;;;;;
949;940;3230.869;-5298.289;1.61;0.006;;;;;
959;950;3214.394;-5273.774;1.61;0.006;;;;;
969;960;3189.489;-5276.795;1.604;0.006;;;;;
979;970;3182.353;-5289.895;1.602;0.006;;;;;
989;980;3153.376;-5273.365;1.598;0.006;;;;;
999;990;3148.083;-5303.304;1.594;0.006;;;;;
1009;1000;3139.805;-5290.521;1.593;0.005;;;;;
