Version du fichier;1.0.0;;;;;;;; ; 
Type de données;TEEY measurements;;;;;;;; ; 
;;;;;;;;; ; 
Echantillon ;clean_Ag;;;;;;;; ; 
;;;;;;;;; ; 
Energie du canon (eV) ;Energie réelle des électrons (eV);Charge échantillon QS (pC);Charge totale Q0 (pC);TEEY;Ecart type (2 sigma);;;;Opérateur;AP
19;10;-611.341;-2074.947;0.705;0.012;;;;Date;30/05/2018
29;20;-381.283;-2371.871;0.839;0.009;;;;Pression (mbar);1.90E-08
39;30;-171.914;-2631.716;0.935;0.009;;;;Température (°C);21
49;40;91.358;-2811.61;1.032;0.007;;;;Canon à électrons;"Energie= 1009,6eV; Source= 1,299V; Grille= 24,0V; Anode= 150,1V; Focus= 0V; Déviation X= 0V; Déviation Y= 0V"
59;50;349.99;-2963.112;1.118;0.009;;;;Méthode de mesure;Pulsée
69;60;611.242;-3106.073;1.197;0.008;;;;Angle d'incidence (°);20
79;70;862.501;-3214.495;1.268;0.008;;;;Commentaires;
89;80;1097.91;-3318.649;1.331;0.008;;;;;
99;90;1339.028;-3398.343;1.394;0.008;;;;;
109;100;1526.507;-3503.552;1.436;0.01;;;;;
119;110;1701.982;-3555.136;1.479;0.009;;;;;
129;120;1867.916;-3631.115;1.514;0.009;;;;;
139;130;2036.256;-3688.675;1.552;0.006;;;;;
149;140;2178.932;-3787.2;1.575;0.007;;;;;
159;150;2298.305;-3846.832;1.597;0.01;;;;;
169;160;2420.903;-3920.433;1.618;0.007;;;;;
179;170;2537.993;-3987.199;1.637;0.007;;;;;
189;180;2640.403;-4040.421;1.653;0.01;;;;;
199;190;2746.265;-4073.988;1.674;0.007;;;;;
209;200;2842.33;-4136.673;1.687;0.007;;;;;
219;210;2910.795;-4184.8;1.696;0.008;;;;;
229;220;3025.775;-4229.116;1.715;0.006;;;;;
239;230;3105.067;-4286.941;1.724;0.009;;;;;
249;240;3156.275;-4319.972;1.731;0.008;;;;;
259;250;3232.724;-4345.57;1.744;0.007;;;;;
269;260;3289.392;-4415.833;1.745;0.008;;;;;
279;270;3356.575;-4455.275;1.753;0.008;;;;;
289;280;3400.314;-4503.457;1.755;0.008;;;;;
299;290;3441.553;-4543.221;1.758;0.007;;;;;
309;300;3489.084;-4563.1;1.765;0.006;;;;;
319;310;3520.124;-4607.703;1.764;0.007;;;;;
329;320;3567.089;-4626.381;1.771;0.008;;;;;
339;330;3602.663;-4661.503;1.773;0.008;;;;;
349;340;3615.531;-4714.868;1.767;0.008;;;;;
359;350;3640.838;-4726.824;1.77;0.008;;;;;
369;360;3662.725;-4741.563;1.772;0.009;;;;;
379;370;3676.653;-4766.51;1.771;0.007;;;;;
389;380;3706.016;-4799.907;1.772;0.007;;;;;
399;390;3736.783;-4813.553;1.776;0.007;;;;;
409;400;3729.252;-4825.55;1.773;0.006;;;;;
419;410;3776.793;-4865.462;1.776;0.007;;;;;
429;420;3760.743;-4883.909;1.77;0.006;;;;;
439;430;3759.549;-4924.196;1.763;0.008;;;;;
449;440;3769.812;-4949.873;1.762;0.005;;;;;
459;450;3776.169;-4918.224;1.768;0.007;;;;;
469;460;3773.595;-4989.875;1.756;0.006;;;;;
479;470;3773.674;-4970.434;1.759;0.007;;;;;
489;480;3786.282;-4985.014;1.76;0.007;;;;;
499;490;3769.995;-4995.036;1.755;0.006;;;;;
509;500;3785.605;-5017.482;1.754;0.006;;;;;
519;510;3779.554;-5042.218;1.75;0.007;;;;;
529;520;3787.009;-5040.428;1.751;0.006;;;;;
539;530;3767.143;-5060.017;1.744;0.006;;;;;
549;540;3757.095;-5088.772;1.738;0.006;;;;;
559;550;3761.537;-5081.77;1.74;0.007;;;;;
569;560;3759.637;-5095.33;1.738;0.007;;;;;
579;570;3737.817;-5123.513;1.73;0.007;;;;;
589;580;3734.14;-5112.584;1.73;0.007;;;;;
599;590;3727.026;-5137.698;1.725;0.006;;;;;
